country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
France,Guyancourt,69,Moderate,2,Good,27,Good,6,Good,69,Moderate
France,Harnes,51,Moderate,1,Good,32,Good,3,Good,51,Moderate
France,Brest,28,Good,0,Good,28,Good,1,Good,25,Good
France,Barentin,41,Good,1,Good,25,Good,3,Good,41,Good
France,Combs La Ville,48,Good,1,Good,23,Good,4,Good,48,Good
France,Bezons,50,Good,1,Good,20,Good,5,Good,50,Good
France,Hazebrouck,36,Good,1,Good,36,Good,0,Good,35,Good
France,Chartres,38,Good,1,Good,29,Good,2,Good,38,Good
France,Cherbourg,49,Good,1,Good,13,Good,10,Good,49,Good
France,Paea,32,Good,0,Good,32,Good,0,Good,13,Good
France,Wittenheim,42,Good,1,Good,26,Good,2,Good,42,Good
France,Villeneuve Saint Georges,31,Good,1,Good,28,Good,2,Good,31,Good
France,Merignac,52,Moderate,1,Good,28,Good,2,Good,52,Moderate
France,Nantes,38,Good,1,Good,25,Good,2,Good,38,Good
France,Tergnier,32,Good,1,Good,25,Good,2,Good,32,Good
France,Triel Sur Seine,31,Good,0,Good,28,Good,2,Good,31,Good
France,Valentigney,40,Good,1,Good,25,Good,1,Good,40,Good
France,La Chapelle Sur Erdre,24,Good,1,Good,22,Good,4,Good,24,Good
France,Meyzieu,118,Unhealthy for Sensitive Groups,2,Good,24,Good,4,Good,118,Unhealthy for Sensitive Groups
France,Limoges,74,Moderate,1,Good,29,Good,2,Good,74,Moderate
France,Bernay,53,Moderate,1,Good,29,Good,3,Good,53,Moderate
France,Bordeaux,47,Good,0,Good,47,Good,0,Good,16,Good
France,Vitrolles,47,Good,1,Good,47,Good,3,Good,41,Good
France,Lisieux,61,Moderate,2,Good,18,Good,6,Good,61,Moderate
France,Amberieu En Bugey,129,Unhealthy for Sensitive Groups,2,Good,24,Good,3,Good,129,Unhealthy for Sensitive Groups
France,Dinan,51,Moderate,1,Good,21,Good,5,Good,51,Moderate
France,Dole,55,Moderate,1,Good,30,Good,1,Good,55,Moderate
France,Vitry Le Francois,28,Good,1,Good,26,Good,1,Good,28,Good
France,Saint Omer,39,Good,1,Good,39,Good,1,Good,35,Good
France,Sainte Maxime,42,Good,1,Good,42,Good,2,Good,31,Good
France,Septemes Les Vallons,31,Good,1,Good,31,Good,5,Good,31,Good
France,Savigny Le Temple,69,Moderate,1,Good,20,Good,5,Good,69,Moderate
France,Seynod,128,Unhealthy for Sensitive Groups,2,Good,26,Good,3,Good,128,Unhealthy for Sensitive Groups
France,Ales,57,Moderate,1,Good,30,Good,2,Good,57,Moderate
France,Bry Sur Marne,83,Moderate,3,Good,17,Good,9,Good,83,Moderate
France,Cayenne,52,Moderate,0,Good,21,Good,0,Good,52,Moderate
France,Bourg La Reine,85,Moderate,3,Good,16,Good,10,Good,85,Moderate
France,Nevers,51,Moderate,1,Good,30,Good,1,Good,51,Moderate
France,Nancy,63,Moderate,1,Good,32,Good,1,Good,63,Moderate
France,Chaumont,58,Moderate,1,Good,30,Good,2,Good,58,Moderate
France,Chevilly Larue,72,Moderate,2,Good,20,Good,6,Good,72,Moderate
France,Claye Souilly,66,Moderate,1,Good,21,Good,5,Good,66,Moderate
France,Fontenay Sous Bois,70,Moderate,1,Good,46,Good,1,Good,70,Moderate
France,Garches,72,Moderate,1,Good,43,Good,2,Good,72,Moderate
France,Saint Malo,40,Good,1,Good,31,Good,3,Good,40,Good
France,Poitiers,39,Good,1,Good,39,Good,0,Good,28,Good
France,Roche La Moliere,60,Moderate,1,Good,47,Good,0,Good,60,Moderate
France,Marignane,47,Good,1,Good,47,Good,3,Good,42,Good
France,Marly,54,Moderate,1,Good,42,Good,1,Good,54,Moderate
France,Montigny En Gohelle,51,Moderate,1,Good,32,Good,3,Good,51,Moderate
France,Kleinblittersdorf,66,Moderate,1,Good,54,Moderate,0,Good,66,Moderate
France,Bondy,69,Moderate,1,Good,46,Good,1,Good,69,Moderate
France,Carvin,49,Good,1,Good,38,Good,1,Good,49,Good
France,Champigny Sur Marne,71,Moderate,1,Good,45,Good,1,Good,71,Moderate
France,Cholet,38,Good,1,Good,38,Good,0,Good,23,Good
France,Clermont Ferrand,59,Moderate,1,Good,41,Good,0,Good,59,Moderate
France,Valbonne,74,Moderate,2,Good,34,Good,3,Good,74,Moderate
France,Outreau,41,Good,1,Good,41,Good,1,Good,26,Good
France,Palaiseau,84,Moderate,3,Good,16,Good,10,Good,84,Moderate
France,Quimper,48,Good,1,Good,42,Good,2,Good,48,Good
France,Pierrelatte,64,Moderate,2,Good,18,Good,5,Good,64,Moderate
France,Ostwald,69,Moderate,1,Good,61,Moderate,0,Good,69,Moderate
France,Coueron,40,Good,1,Good,40,Good,0,Good,21,Good
France,Courrieres,48,Good,1,Good,38,Good,1,Good,48,Good
France,Roubaix,46,Good,1,Good,38,Good,1,Good,46,Good
France,Passy,64,Moderate,1,Good,39,Good,0,Good,64,Moderate
France,Beziers,61,Moderate,1,Good,34,Good,2,Good,61,Moderate
France,Sorgues,50,Good,1,Good,23,Good,5,Good,50,Good
France,La Courneuve,61,Moderate,1,Good,19,Good,6,Good,61,Moderate
France,Le Portel,50,Good,1,Good,35,Good,1,Good,50,Good
France,Maisons Laffitte,61,Moderate,1,Good,20,Good,6,Good,61,Moderate
France,Florange,28,Good,1,Good,27,Good,2,Good,28,Good
France,Montlucon,37,Good,0,Good,37,Good,0,Good,23,Good
France,Nogent Le Rotrou,28,Good,1,Good,22,Good,2,Good,28,Good
France,Vallauris,58,Moderate,2,Good,19,Good,8,Good,58,Moderate
France,Verneuil Sur Seine,31,Good,0,Good,28,Good,2,Good,31,Good
France,Villefranche Sur Saone,42,Good,1,Good,27,Good,1,Good,42,Good
France,Bergerac,42,Good,1,Good,34,Good,1,Good,42,Good
France,Biarritz,40,Good,0,Good,40,Good,0,Good,23,Good
France,Charleville Mezieres,32,Good,1,Good,27,Good,2,Good,32,Good
France,Amboise,40,Good,1,Good,24,Good,2,Good,40,Good
France,Amiens,40,Good,1,Good,20,Good,3,Good,40,Good
France,Royan,38,Good,0,Good,38,Good,0,Good,19,Good
France,Saint Genis Laval,38,Good,1,Good,32,Good,1,Good,38,Good
France,Sainte Anne,99,Moderate,0,Good,25,Good,0,Good,99,Moderate
France,Sartrouville,50,Good,1,Good,19,Good,4,Good,50,Good
France,Sevres,50,Good,1,Good,20,Good,5,Good,50,Good
France,Toulon,49,Good,1,Good,49,Good,4,Good,39,Good
France,Valence,54,Moderate,1,Good,47,Good,0,Good,54,Moderate
France,Montfermeil,69,Moderate,1,Good,46,Good,1,Good,69,Moderate
France,Dourdan,76,Moderate,1,Good,38,Good,2,Good,76,Moderate
France,Dunkirk,35,Good,1,Good,35,Good,0,Good,31,Good
France,Avrille,27,Good,1,Good,24,Good,3,Good,27,Good
France,Chateau Thierry,68,Moderate,1,Good,24,Good,3,Good,68,Moderate
France,Draveil,57,Moderate,1,Good,20,Good,6,Good,57,Moderate
France,Angers,32,Good,1,Good,18,Good,4,Good,32,Good
France,Fontainebleau,66,Moderate,1,Good,20,Good,4,Good,66,Moderate
France,Bois Guillaume,55,Moderate,1,Good,30,Good,3,Good,55,Moderate
France,Bondues,45,Good,1,Good,26,Good,5,Good,45,Good
France,Gisors,66,Moderate,1,Good,29,Good,3,Good,66,Moderate
France,Ermont,71,Moderate,2,Good,28,Good,5,Good,71,Moderate
France,Muret,50,Good,1,Good,32,Good,2,Good,50,Good
France,Saint Dizier,56,Moderate,1,Good,28,Good,2,Good,56,Moderate
France,Saint Gilles,137,Unhealthy for Sensitive Groups,2,Good,24,Good,8,Good,137,Unhealthy for Sensitive Groups
France,Orly,66,Moderate,1,Good,23,Good,5,Good,66,Moderate
France,Osny,63,Moderate,1,Good,24,Good,5,Good,63,Moderate
France,Reze,23,Good,1,Good,23,Good,4,Good,23,Good
France,Villeneuve Sur Lot,54,Moderate,1,Good,29,Good,3,Good,54,Moderate
France,Villeparisis,69,Moderate,2,Good,29,Good,5,Good,69,Moderate
France,Koungou,30,Good,0,Good,30,Good,0,Good,14,Good
France,Le Mee Sur Seine,65,Moderate,2,Good,28,Good,6,Good,65,Moderate
France,Lens,51,Moderate,1,Good,35,Good,2,Good,51,Moderate
France,Saint Benoit,57,Moderate,1,Good,28,Good,0,Good,57,Moderate
France,Saint Germain En Laye,80,Moderate,2,Good,18,Good,8,Good,80,Moderate
France,Sainte Rose,39,Good,0,Good,25,Good,0,Good,39,Good
France,Suresnes,69,Moderate,1,Good,45,Good,2,Good,69,Moderate
France,Talence,41,Good,1,Good,41,Good,0,Good,23,Good
France,Chatou,63,Moderate,1,Good,18,Good,7,Good,63,Moderate
France,Coudekerque Branche,44,Good,1,Good,33,Good,1,Good,44,Good
France,Coulommiers,51,Moderate,1,Good,21,Good,4,Good,51,Moderate
France,Balma,33,Good,1,Good,29,Good,3,Good,33,Good
France,Bischheim,65,Moderate,1,Good,23,Good,4,Good,65,Moderate
France,Boulogne Sur Mer,50,Good,1,Good,35,Good,1,Good,50,Good
France,Cachan,61,Moderate,1,Good,18,Good,7,Good,61,Moderate
France,Cagnes Sur Mer,59,Moderate,1,Good,41,Good,2,Good,59,Moderate
France,Bras Panon,41,Good,1,Good,27,Good,0,Good,41,Good
France,Cavaillon,46,Good,1,Good,29,Good,2,Good,46,Good
France,Arles,60,Moderate,1,Good,31,Good,3,Good,60,Moderate
France,Avignon,66,Moderate,1,Good,31,Good,3,Good,66,Moderate
France,Calais,31,Good,0,Good,31,Good,1,Good,28,Good
France,Rueil Malmaison,63,Moderate,1,Good,18,Good,7,Good,63,Moderate
France,Saint Pol Sur Mer,44,Good,1,Good,33,Good,1,Good,44,Good
France,Nemours,30,Good,1,Good,26,Good,2,Good,30,Good
France,Marmande,38,Good,1,Good,29,Good,1,Good,38,Good
France,Mondeville,33,Good,1,Good,28,Good,3,Good,33,Good
France,Le Robert,106,Unhealthy for Sensitive Groups,0,Good,24,Good,0,Good,106,Unhealthy for Sensitive Groups
France,La Seyne Sur Mer,108,Unhealthy for Sensitive Groups,1,Good,22,Good,16,Good,108,Unhealthy for Sensitive Groups
France,Le Cannet,100,Unhealthy for Sensitive Groups,2,Good,20,Good,9,Good,100,Unhealthy for Sensitive Groups
France,Maisons Alfort,65,Moderate,1,Good,24,Good,5,Good,65,Moderate
France,Meru,59,Moderate,1,Good,25,Good,4,Good,59,Moderate
France,Mougins,100,Unhealthy for Sensitive Groups,2,Good,20,Good,9,Good,100,Unhealthy for Sensitive Groups
France,Mulhouse,63,Moderate,2,Good,21,Good,4,Good,63,Moderate
France,Millau,144,Unhealthy for Sensitive Groups,1,Good,36,Good,1,Good,144,Unhealthy for Sensitive Groups
France,Givors,67,Moderate,1,Good,60,Moderate,0,Good,67,Moderate
France,Gradignan,41,Good,1,Good,41,Good,0,Good,21,Good
France,Issoire,64,Moderate,1,Good,42,Good,0,Good,64,Moderate
France,Albi,58,Moderate,1,Good,31,Good,2,Good,58,Moderate
France,Pantin,61,Moderate,1,Good,19,Good,7,Good,61,Moderate
France,Pont A Mousson,65,Moderate,1,Good,23,Good,3,Good,65,Moderate
France,Grande Synthe,45,Good,1,Good,33,Good,1,Good,45,Good
France,Issy Les Moulineaux,63,Moderate,1,Good,18,Good,7,Good,63,Moderate
France,Parthenay,28,Good,1,Good,28,Good,2,Good,28,Good
France,Francheville,37,Good,1,Good,26,Good,2,Good,37,Good
France,Epinay Sous Senart,38,Good,1,Good,26,Good,3,Good,38,Good
France,Deuil La Barre,37,Good,1,Good,27,Good,3,Good,37,Good
France,Lambersart,38,Good,1,Good,23,Good,3,Good,38,Good
France,Lunel,41,Good,1,Good,37,Good,0,Good,41,Good
France,Octeville,30,Good,0,Good,30,Good,3,Good,24,Good
France,Gujan Mestras,43,Good,0,Good,43,Good,0,Good,25,Good
France,Saint Brice Sous Foret,30,Good,1,Good,28,Good,2,Good,30,Good
France,Saint Maximin La Sainte Baume,60,Moderate,1,Good,21,Good,5,Good,60,Moderate
France,Plaisance Du Touch,43,Good,1,Good,33,Good,2,Good,43,Good
France,Belfort,63,Moderate,1,Good,49,Good,0,Good,63,Moderate
France,Blagnac,44,Good,1,Good,38,Good,1,Good,44,Good
France,Bonneuil,67,Moderate,1,Good,46,Good,1,Good,67,Moderate
France,Bourges,58,Moderate,1,Good,38,Good,0,Good,58,Moderate
France,Amilly,67,Moderate,1,Good,19,Good,4,Good,67,Moderate
France,Arnouville Les Gonesse,67,Moderate,1,Good,22,Good,5,Good,67,Moderate
France,Autun,151,Unhealthy,1,Good,30,Good,2,Good,151,Unhealthy
France,Behren Les Forbach,44,Good,1,Good,31,Good,3,Good,44,Good
France,Bolbec,43,Good,1,Good,32,Good,2,Good,43,Good
France,Carrieres Sur Seine,69,Moderate,1,Good,21,Good,6,Good,69,Moderate
France,Bully Les Mines,46,Good,1,Good,25,Good,4,Good,46,Good
France,Sollies Pont,111,Unhealthy for Sensitive Groups,1,Good,23,Good,13,Good,111,Unhealthy for Sensitive Groups
France,Avion,47,Good,1,Good,38,Good,1,Good,47,Good
France,Metz,69,Moderate,1,Good,55,Moderate,0,Good,69,Moderate
France,Vaulx En Velin,70,Moderate,1,Good,53,Moderate,0,Good,70,Moderate
France,Villeneuve Le Roi,72,Moderate,1,Good,44,Good,1,Good,72,Moderate
France,Villers Les Nancy,75,Moderate,1,Good,54,Moderate,0,Good,75,Moderate
France,Villejuif,72,Moderate,1,Good,44,Good,1,Good,72,Moderate
France,Hirson,58,Moderate,1,Good,47,Good,0,Good,58,Moderate
France,Illzach,65,Moderate,1,Good,55,Moderate,0,Good,65,Moderate
France,Berck,34,Good,1,Good,30,Good,3,Good,34,Good
France,Carros,111,Unhealthy for Sensitive Groups,2,Good,19,Good,7,Good,111,Unhealthy for Sensitive Groups
France,Chatenay Malabry,67,Moderate,1,Good,23,Good,5,Good,67,Moderate
France,Yerres,50,Good,1,Good,22,Good,5,Good,50,Good
France,Le Pontet,38,Good,1,Good,33,Good,0,Good,38,Good
France,Les Ponts De Ce,27,Good,0,Good,27,Good,1,Good,17,Good
France,Joue Les Tours,37,Good,1,Good,25,Good,2,Good,37,Good
France,Montivilliers,42,Good,1,Good,24,Good,4,Good,42,Good
France,Vaires Sur Marne,50,Good,1,Good,22,Good,5,Good,50,Good
France,Nanterre,50,Good,1,Good,20,Good,5,Good,50,Good
France,Vitry Sur Seine,51,Moderate,1,Good,21,Good,5,Good,51,Moderate
France,Houilles,50,Good,1,Good,19,Good,4,Good,50,Good
France,Gaillac,38,Good,1,Good,31,Good,1,Good,38,Good
France,Enghien Les Bains,55,Moderate,1,Good,18,Good,6,Good,55,Moderate
France,Fleury Les Aubrais,38,Good,1,Good,23,Good,2,Good,38,Good
France,Guerande,33,Good,0,Good,33,Good,0,Good,21,Good
France,Le Chesnay,70,Moderate,1,Good,43,Good,2,Good,70,Moderate
France,Le Plessis Trevise,70,Moderate,1,Good,45,Good,1,Good,70,Moderate
France,Lillebonne,50,Good,1,Good,41,Good,0,Good,50,Good
France,Bayeux,37,Good,1,Good,33,Good,2,Good,37,Good
France,Fos Sur Mer,146,Unhealthy for Sensitive Groups,1,Good,23,Good,14,Good,146,Unhealthy for Sensitive Groups
France,Herblay,61,Moderate,1,Good,20,Good,6,Good,61,Moderate
France,Orthez,43,Good,1,Good,43,Good,1,Good,34,Good
France,Poissy,62,Moderate,1,Good,19,Good,6,Good,62,Moderate
France,Morsang Sur Orge,58,Moderate,1,Good,19,Good,6,Good,58,Moderate
France,La Fleche,31,Good,1,Good,26,Good,2,Good,31,Good
France,Les Mureaux,59,Moderate,1,Good,21,Good,5,Good,59,Moderate
France,Nice,54,Moderate,1,Good,43,Good,2,Good,54,Moderate
France,Ollioules,61,Moderate,1,Good,26,Good,6,Good,61,Moderate
France,Orvault,38,Good,1,Good,25,Good,2,Good,38,Good
France,Oullins,31,Good,1,Good,26,Good,2,Good,31,Good
France,Ramonville Saint Agne,39,Good,1,Good,33,Good,1,Good,39,Good
France,Rixheim,46,Good,1,Good,23,Good,2,Good,46,Good
France,Saint Chamond,35,Good,1,Good,24,Good,2,Good,35,Good
France,Saint Fons,41,Good,1,Good,26,Good,1,Good,41,Good
France,Saumur,30,Good,1,Good,27,Good,1,Good,30,Good
France,Basse Terre,55,Moderate,0,Good,28,Good,0,Good,55,Moderate
France,Cambrai,54,Moderate,1,Good,42,Good,1,Good,54,Moderate
France,Canteleu,56,Moderate,1,Good,44,Good,0,Good,56,Moderate
France,Chalons En Champagne,72,Moderate,1,Good,50,Good,0,Good,72,Moderate
France,Chenove,64,Moderate,1,Good,45,Good,0,Good,64,Moderate
France,Billere,37,Good,1,Good,37,Good,1,Good,21,Good
France,Chateauneuf Les Martigues,59,Moderate,1,Good,36,Good,5,Good,59,Moderate
France,Chelles,59,Moderate,1,Good,19,Good,6,Good,59,Moderate
France,Torcy,57,Moderate,1,Good,20,Good,6,Good,57,Moderate
France,Courbevoie,51,Moderate,1,Good,20,Good,5,Good,51,Moderate
France,Agen,46,Good,1,Good,37,Good,1,Good,46,Good
France,Pierrefitte Sur Seine,67,Moderate,1,Good,46,Good,1,Good,67,Moderate
France,Seyssinet Pariset,34,Good,1,Good,34,Good,1,Good,33,Good
France,Rouen,57,Moderate,1,Good,44,Good,0,Good,57,Moderate
France,Roissy En Brie,72,Moderate,1,Good,45,Good,1,Good,72,Moderate
France,Romainville,70,Moderate,1,Good,46,Good,1,Good,70,Moderate
France,Dieppe,43,Good,1,Good,36,Good,0,Good,43,Good
France,Fecamp,44,Good,1,Good,39,Good,0,Good,44,Good
France,Voiron,61,Moderate,1,Good,31,Good,1,Good,61,Moderate
France,Fontenay Le Comte,30,Good,1,Good,30,Good,2,Good,27,Good
France,Miramas,52,Moderate,1,Good,30,Good,2,Good,52,Moderate
France,Le Pre Saint Gervais,39,Good,1,Good,26,Good,3,Good,39,Good
France,Le Francois,35,Good,0,Good,25,Good,0,Good,35,Good
France,Le Mans,30,Good,1,Good,30,Good,2,Good,24,Good
France,Le Plessis Robinson,71,Moderate,2,Good,27,Good,6,Good,71,Moderate
France,Les Clayes Sous Bois,79,Moderate,2,Good,17,Good,8,Good,79,Moderate
France,Kourou,57,Moderate,0,Good,21,Good,0,Good,57,Moderate
France,Pont Sainte Maxence,59,Moderate,1,Good,25,Good,3,Good,59,Moderate
France,Saint Martin De Crau,151,Unhealthy,2,Good,22,Good,11,Good,151,Unhealthy
France,Saintes,42,Good,0,Good,42,Good,0,Good,13,Good
France,Riviere Pilote,137,Unhealthy for Sensitive Groups,1,Good,26,Good,0,Good,137,Unhealthy for Sensitive Groups
France,Rognac,148,Unhealthy for Sensitive Groups,1,Good,25,Good,12,Good,148,Unhealthy for Sensitive Groups
France,Saint Raphael,88,Moderate,1,Good,33,Good,6,Good,88,Moderate
France,Senlis,53,Moderate,1,Good,24,Good,3,Good,53,Moderate
France,Tarare,24,Good,1,Good,24,Good,3,Good,22,Good
France,Reims,49,Good,1,Good,26,Good,3,Good,49,Good
France,Somain,50,Good,1,Good,23,Good,5,Good,50,Good
France,Bobigny,30,Good,1,Good,28,Good,2,Good,30,Good
France,Bourg Les Valence,27,Good,1,Good,26,Good,1,Good,27,Good
France,Arras,35,Good,1,Good,25,Good,2,Good,35,Good
France,Domont,30,Good,1,Good,28,Good,2,Good,30,Good
France,Beauvais,30,Good,0,Good,28,Good,1,Good,30,Good
France,Clamart,31,Good,1,Good,28,Good,2,Good,31,Good
France,Villiers Le Bel,30,Good,1,Good,28,Good,2,Good,30,Good
France,Tulle,30,Good,1,Good,25,Good,2,Good,30,Good
France,Gonesse,71,Moderate,2,Good,28,Good,5,Good,71,Moderate
France,Saint Etienne Du Rouvray,66,Moderate,1,Good,30,Good,3,Good,66,Moderate
France,Saint Mande,72,Moderate,2,Good,27,Good,6,Good,72,Moderate
France,Meaux,66,Moderate,1,Good,30,Good,3,Good,66,Moderate
France,Lognes,80,Moderate,2,Good,18,Good,8,Good,80,Moderate
France,Velizy Villacoublay,70,Moderate,2,Good,27,Good,6,Good,70,Moderate
France,Villefontaine,53,Moderate,1,Good,28,Good,2,Good,53,Moderate
France,Villefranche De Rouergue,57,Moderate,1,Good,30,Good,1,Good,57,Moderate
France,Villiers Sur Marne,71,Moderate,2,Good,28,Good,6,Good,71,Moderate
France,Deville Les Rouen,69,Moderate,2,Good,23,Good,4,Good,69,Moderate
France,Bonneville,60,Moderate,1,Good,29,Good,2,Good,60,Moderate
France,Plougastel Daoulas,51,Moderate,2,Good,16,Good,15,Good,51,Moderate
France,Porto Vecchio,45,Good,1,Good,45,Good,1,Good,22,Good
France,Dumbea,24,Good,0,Good,24,Good,1,Good,17,Good
France,Lorient,40,Good,1,Good,23,Good,3,Good,40,Good
France,Lyon,107,Unhealthy for Sensitive Groups,2,Good,24,Good,4,Good,107,Unhealthy for Sensitive Groups
France,Mayenne,58,Moderate,1,Good,22,Good,4,Good,58,Moderate
France,Mennecy,72,Moderate,2,Good,20,Good,6,Good,72,Moderate
France,Le Bouscat,46,Good,0,Good,46,Good,0,Good,15,Good
France,Montbrison,150,Unhealthy,1,Good,34,Good,2,Good,150,Unhealthy
France,Moulins,150,Unhealthy,1,Good,30,Good,2,Good,150,Unhealthy
France,Obernai,55,Moderate,2,Good,28,Good,3,Good,55,Moderate
France,Choisy Le Roi,71,Moderate,2,Good,27,Good,6,Good,71,Moderate
France,Epinal,55,Moderate,1,Good,34,Good,1,Good,55,Moderate
France,Gardanne,30,Good,1,Good,24,Good,8,Good,30,Good
France,Morlaix,52,Moderate,1,Good,32,Good,5,Good,52,Moderate
France,Mouvaux,46,Good,1,Good,36,Good,2,Good,46,Good
France,Toul,62,Moderate,1,Good,33,Good,1,Good,62,Moderate
France,Toulouse,53,Moderate,1,Good,32,Good,2,Good,53,Moderate
France,Tours,36,Good,1,Good,28,Good,3,Good,36,Good
France,Sarcelles,67,Moderate,1,Good,46,Good,1,Good,67,Moderate
France,Saint Jean De Braye,69,Moderate,1,Good,34,Good,1,Good,69,Moderate
France,Brignoles,51,Moderate,1,Good,51,Moderate,2,Good,38,Good
France,Bron,69,Moderate,1,Good,55,Moderate,0,Good,69,Moderate
France,Cenon,42,Good,1,Good,42,Good,0,Good,26,Good
France,Chatillon,70,Moderate,1,Good,44,Good,2,Good,70,Moderate
France,Hennebont,40,Good,1,Good,40,Good,0,Good,29,Good
France,Mitry Mory,68,Moderate,1,Good,47,Good,1,Good,68,Moderate
France,Montargis,70,Moderate,1,Good,41,Good,1,Good,70,Moderate
France,Bastia,80,Moderate,1,Good,80,Moderate,1,Good,25,Good
France,Beaucaire,51,Moderate,1,Good,51,Moderate,0,Good,39,Good
France,Briancon,54,Moderate,0,Good,38,Good,0,Good,54,Moderate
France,Cernay,66,Moderate,1,Good,55,Moderate,0,Good,66,Moderate
France,Chateaurenard,49,Good,1,Good,49,Good,0,Good,40,Good
France,Eysines,42,Good,1,Good,42,Good,0,Good,22,Good
France,Genas,69,Moderate,1,Good,54,Moderate,0,Good,69,Moderate
France,Croix,45,Good,1,Good,38,Good,1,Good,45,Good
France,Le Pont De Claix,55,Moderate,1,Good,41,Good,0,Good,55,Moderate
France,Saint Martin Boulogne,35,Good,1,Good,35,Good,0,Good,26,Good
France,Savigny Sur Orge,73,Moderate,2,Good,20,Good,6,Good,73,Moderate
France,Morangis,67,Moderate,1,Good,23,Good,5,Good,67,Moderate
France,Louviers,54,Moderate,1,Good,30,Good,2,Good,54,Moderate
France,Orsay,75,Moderate,2,Good,20,Good,7,Good,75,Moderate
France,Sable Sur Sarthe,64,Moderate,1,Good,23,Good,3,Good,64,Moderate
France,Saint Max,57,Moderate,1,Good,27,Good,3,Good,57,Moderate
France,Pontoise,63,Moderate,1,Good,23,Good,5,Good,63,Moderate
France,Massy,72,Moderate,1,Good,44,Good,2,Good,72,Moderate
France,Mazamet,47,Good,1,Good,41,Good,0,Good,47,Good
France,Mende,44,Good,1,Good,39,Good,0,Good,44,Good
France,Montataire,61,Moderate,1,Good,47,Good,0,Good,61,Moderate
France,Pierre Benite,69,Moderate,1,Good,56,Moderate,0,Good,69,Moderate
France,Plan De Cuques,48,Good,1,Good,48,Good,3,Good,40,Good
France,Lons,36,Good,1,Good,36,Good,1,Good,25,Good
France,Acheres,67,Moderate,1,Good,22,Good,5,Good,67,Moderate
France,Cusset,39,Good,1,Good,29,Good,1,Good,39,Good
France,Franconville,50,Good,1,Good,19,Good,5,Good,50,Good
France,Gif Sur Yvette,46,Good,1,Good,20,Good,4,Good,46,Good
France,Echirolles,40,Good,3,Good,1,Good,25,Good,40,Good
France,Perigueux,36,Good,1,Good,36,Good,1,Good,25,Good
France,Hyeres,62,Moderate,1,Good,29,Good,8,Good,62,Moderate
France,La Celle Saint Cloud,63,Moderate,1,Good,18,Good,7,Good,63,Moderate
France,La Queue En Brie,58,Moderate,1,Good,19,Good,6,Good,58,Moderate
France,Mons En Baroeul,48,Good,1,Good,27,Good,4,Good,48,Good
France,Nogent Sur Oise,54,Moderate,1,Good,24,Good,3,Good,54,Moderate
France,Elancourt,62,Moderate,1,Good,17,Good,7,Good,62,Moderate
France,Quimperle,45,Good,1,Good,32,Good,2,Good,45,Good
France,Saint Francois,100,Unhealthy for Sensitive Groups,0,Good,25,Good,0,Good,100,Unhealthy for Sensitive Groups
France,Pontivy,40,Good,1,Good,27,Good,3,Good,40,Good
France,Alencon,48,Good,1,Good,22,Good,3,Good,48,Good
France,Anglet,40,Good,0,Good,40,Good,0,Good,24,Good
France,Arcueil,55,Moderate,1,Good,18,Good,6,Good,55,Moderate
France,Stiring Wendel,26,Good,1,Good,25,Good,2,Good,26,Good
France,Tarascon,45,Good,1,Good,32,Good,3,Good,45,Good
France,Vienne,56,Moderate,1,Good,29,Good,2,Good,56,Moderate
France,Versailles,70,Moderate,2,Good,27,Good,6,Good,70,Moderate
France,Annemasse,67,Moderate,1,Good,29,Good,1,Good,67,Moderate
France,Apt,57,Moderate,1,Good,39,Good,3,Good,57,Moderate
France,Vertou,32,Good,1,Good,26,Good,2,Good,32,Good
France,Limay,63,Moderate,1,Good,28,Good,4,Good,63,Moderate
France,Istres,48,Good,1,Good,48,Good,2,Good,38,Good
France,Valenciennes,54,Moderate,1,Good,41,Good,1,Good,54,Moderate
France,Verdun,69,Moderate,1,Good,50,Good,0,Good,69,Moderate
France,Ajaccio,44,Good,1,Good,44,Good,2,Good,30,Good
France,Alfortville,31,Good,1,Good,28,Good,2,Good,31,Good
France,Brunoy,56,Moderate,1,Good,20,Good,6,Good,56,Moderate
France,Carpentras,58,Moderate,1,Good,36,Good,2,Good,58,Moderate
France,Caudry,36,Good,1,Good,25,Good,2,Good,36,Good
France,Croissy Sur Seine,34,Good,1,Good,27,Good,2,Good,34,Good
France,Saint Junien,38,Good,1,Good,30,Good,2,Good,38,Good
France,Mont Saint Aignan,42,Good,1,Good,23,Good,3,Good,42,Good
France,Montpellier,43,Good,1,Good,37,Good,0,Good,43,Good
France,Marly Le Roi,47,Good,1,Good,19,Good,4,Good,47,Good
France,Mauguio,42,Good,1,Good,37,Good,0,Good,42,Good
France,Meylan,33,Good,1,Good,27,Good,1,Good,33,Good
France,Wittelsheim,33,Good,1,Good,31,Good,1,Good,33,Good
France,Decines Charpieu,55,Moderate,1,Good,29,Good,2,Good,55,Moderate
France,Allauch,30,Good,1,Good,30,Good,6,Good,27,Good
France,Gentilly,31,Good,1,Good,28,Good,2,Good,31,Good
France,Drancy,38,Good,1,Good,26,Good,3,Good,38,Good
France,Flers,30,Good,1,Good,30,Good,2,Good,22,Good
France,Saint Herblain,57,Moderate,1,Good,22,Good,4,Good,57,Moderate
